-1.073075652122497559e+00,-3.937107324600219727e+00,8.220938444137573242e-01,-4.130461253225803375e-03,4.068000998813658953e-04,6.849804520606994629e-01,7.285495996475219727e-01,2.054797299206256866e-02,-3.108888678252696991e-02,7.107318192720413208e-02,-4.484918480546934415e-19,-5.423045158386230469e-02,1.423661410808563232e-02,2.488574013113975525e-03,8.418591693043708801e-03,8.939083665609359741e-03,-8.753664035501704094e-20,-3.066509217023849487e-02,-2.574891038239002228e-02,3.575268387794494629e-02,-5.158565193414688110e-02,1.299117505550384521e-02,3.933865204453468323e-02,1.570799946784973145e+00,-1.084347721189260483e-02,-2.315345592796802521e-02,-8.867821842432022095e-02,1.570799946784973145e+00
-1.073103666305541992e+00,-3.936886310577392578e+00,8.221008777618408203e-01,-4.049413837492465973e-03,3.270422748755663633e-04,6.876069307327270508e-01,7.260717749595642090e-01,2.039413154125213623e-02,-3.094829805195331573e-02,6.373846530914306641e-02,-4.588623147918473186e-19,-5.393163859844207764e-02,1.442436315119266510e-02,3.919338807463645935e-03,8.331428281962871552e-03,1.310787280090153217e-03,9.722254404944939636e-20,-3.164592012763023376e-02,-2.555497363209724426e-02,2.792449854314327240e-02,-5.090152472257614136e-02,1.364498026669025421e-02,4.020740836858749390e-02,1.570799946784973145e+00,-1.049894466996192932e-02,-2.370127104222774506e-02,-8.706986904144287109e-02,1.570799946784973145e+00
-1.073194503784179688e+00,-3.936671972274780273e+00,8.220982551574707031e-01,-3.899200586602091789e-03,3.163372166454792023e-04,6.890654563903808594e-01,7.246885299682617188e-01,2.053013257682323456e-02,-3.115850687026977539e-02,5.940663814544677734e-02,6.887085100601194595e-19,-5.397927761077880859e-02,1.462688297033309937e-02,4.942444618791341782e-03,7.944907061755657196e-03,-2.737693488597869873e-03,-1.000037837627940982e-19,-3.232425078749656677e-02,-2.516309358179569244e-02,2.367159910500049591e-02,-5.025673285126686096e-02,1.380899921059608459e-02,4.016434401273727417e-02,1.570799946784973145e+00,-9.992709383368492126e-03,-2.445635944604873657e-02,-8.579211682081222534e-02,1.570799946784973145e+00
-1.073309421539306641e+00,-3.936240196228027344e+00,8.220770955085754395e-01,-3.436933271586894989e-03,2.936759265139698982e-04,6.904159188270568848e-01,7.234044075012207031e-01,2.140320651233196259e-02,-3.179735690355300903e-02,5.517337843775749207e-02,1.248629444841524983e-18,-5.434959009289741516e-02,1.478948164731264114e-02,6.633269134908914566e-03,7.048116996884346008e-03,-6.375515367835760117e-03,-3.839074469829312850e-21,-3.320783749222755432e-02,-2.439923770725727081e-02,1.965468376874923706e-02,-4.872471839189529419e-02,1.378584746271371841e-02,4.048565030097961426e-02,1.570799946784973145e+00,-9.079858660697937012e-03,-2.592703513801097870e-02,-8.348001539707183838e-02,1.570799946784973145e+00
-1.073302984237670898e+00,-3.936025619506835938e+00,8.220639228820800781e-01,-3.156651044264435768e-03,2.326163230463862419e-04,6.907575726509094238e-01,7.230795025825500488e-01,2.203477360308170319e-02,-3.205448389053344727e-02,5.415076389908790588e-02,2.166257294293550916e-19,-5.451765656471252441e-02,1.472125016152858734e-02,7.465508766472339630e-03,6.713141687214374542e-03,-7.230198010802268982e-03,-1.413760492802463304e-19,-3.350049257278442383e-02,-2.419446781277656555e-02,1.849882863461971283e-02,-4.787812381982803345e-02,1.385341212153434753e-02,4.105589911341667175e-02,1.570799946784973145e+00,-8.771544322371482849e-03,-2.651843987405300140e-02,-8.240416646003723145e-02,1.570799946784973145e+00
-1.073271989822387695e+00,-3.935837745666503906e+00,8.220579624176025391e-01,-2.874085213989019394e-03,1.345550699625164270e-04,6.910589933395385742e-01,7.227926254272460938e-01,2.266040444374084473e-02,-3.226527944207191467e-02,5.351728200912475586e-02,-3.846220793333888163e-19,-5.458471924066543579e-02,1.468440610915422440e-02,8.278712630271911621e-03,6.503444164991378784e-03,-7.716254796832799911e-03,3.748025148841952557e-20,-3.367281332612037659e-02,-2.419066615402698517e-02,1.749132759869098663e-02,-4.720202833414077759e-02,1.405292563140392303e-02,4.122375324368476868e-02,1.570799946784973145e+00,-8.621110580861568451e-03,-2.702934667468070984e-02,-8.181162178516387939e-02,1.570799946784973145e+00
-1.073239326477050781e+00,-3.935463428497314453e+00,8.220471739768981934e-01,-2.422744408249855042e-03,-1.150216849055141211e-05,6.915822625160217285e-01,7.222936749458312988e-01,2.365927770733833313e-02,-3.263363987207412720e-02,5.226575583219528198e-02,1.589176394307156264e-18,-5.452945828437805176e-02,1.456816308200359344e-02,9.686937555670738220e-03,6.140939891338348389e-03,-8.247128687798976898e-03,-2.220248406850652723e-20,-3.403775393962860107e-02,-2.428635954856872559e-02,1.613453030586242676e-02,-4.642340168356895447e-02,1.482743583619594574e-02,4.096078500151634216e-02,1.570799946784973145e+00,-8.341839537024497986e-03,-2.779550664126873016e-02,-8.036298304796218872e-02,1.570799946784973145e+00
-1.073243618011474609e+00,-3.935255289077758789e+00,8.220391273498535156e-01,-2.256954321637749672e-03,-6.272222526604309678e-05,6.918299794197082520e-01,7.220569252967834473e-01,2.406345121562480927e-02,-3.277587145566940308e-02,5.155948176980018616e-02,-1.939668743072665736e-19,-5.444330349564552307e-02,1.445225905627012253e-02,1.032537501305341721e-02,5.968355108052492142e-03,-8.471001870930194855e-03,3.073707513488724396e-20,-3.427904471755027771e-02,-2.428754791617393494e-02,1.568519324064254761e-02,-4.623503610491752625e-02,1.531517412513494492e-02,4.069242253899574280e-02,1.570799946784973145e+00,-8.143234997987747192e-03,-2.812622673809528351e-02,-7.940001040697097778e-02,1.570799946784973145e+00
-1.073233723640441895e+00,-3.935001850128173828e+00,8.220273852348327637e-01,-2.077996497973799706e-03,-1.761618477758020163e-04,6.920855045318603516e-01,7.218124866485595703e-01,2.461235970258712769e-02,-3.282456472516059875e-02,5.107255652546882629e-02,1.384859060693801940e-19,-5.434096977114677429e-02,1.424237061291933060e-02,1.111283805221319199e-02,5.867113824933767319e-03,-8.833184838294982910e-03,-4.327935950026164756e-20,-3.448205441236495972e-02,-2.427816763520240784e-02,1.521591003984212875e-02,-4.592197388410568237e-02,1.570142805576324463e-02,4.052459076046943665e-02,1.570799946784973145e+00,-7.872100919485092163e-03,-2.857076749205589294e-02,-7.864244282245635986e-02,1.570799946784973145e+00
-1.073096632957458496e+00,-3.934523344039916992e+00,8.220121264457702637e-01,-1.793698058463633060e-03,-4.716120311059057713e-04,6.925480961799621582e-01,7.213693261146545410e-01,2.568945474922657013e-02,-3.257869556546211243e-02,5.037978291511535645e-02,4.112106627505636305e-19,-5.410138145089149475e-02,1.372058130800724030e-02,1.260096766054630280e-02,6.053660064935684204e-03,-9.015050716698169708e-03,-1.720535674110297564e-21,-3.480918332934379578e-02,-2.458014898002147675e-02,1.408574823290109634e-02,-4.519806429743766785e-02,1.631184667348861694e-02,4.073490202426910400e-02,1.570799946784973145e+00,-7.506953552365303040e-03,-2.947475016117095947e-02,-7.697734236717224121e-02,1.570799946784973145e+00
